iter	Logloss
0	0.5700257142
1	0.474404664
2	0.4033229422
3	0.350774755
4	0.306138021
5	0.2766542066
6	0.2486129942
7	0.2281583304
8	0.2094769248
9	0.1959918208
10	0.1841679609
11	0.1752804574
12	0.1681520984
13	0.162362903
14	0.1573100731
15	0.1514406103
16	0.1472983306
17	0.1437464277
18	0.1403695974
19	0.1359526275
20	0.133403599
21	0.131046248
22	0.1288420729
23	0.1268791295
24	0.1247718154
25	0.1230746587
26	0.121025605
27	0.1194401585
28	0.1176192351
29	0.1159279513
30	0.1143609239
31	0.1129727131
32	0.1107826606
33	0.1094325409
34	0.1078840436
35	0.1066364767
36	0.1055624735
37	0.104626196
38	0.1032015531
39	0.1018276065
40	0.1007913849
41	0.09962258815
42	0.09861303781
43	0.09665015432
44	0.09516954744
45	0.09435040842
46	0.09356109667
47	0.09263163295
48	0.09159946847
49	0.09096394402
50	0.09032350844
51	0.08955909452
52	0.08852833846
53	0.08777884696
54	0.08697701876
55	0.08618645452
56	0.08533424722
57	0.08368705379
58	0.08309855156
59	0.08228141068
60	0.08179726233
61	0.08104567282
62	0.08029634243
63	0.07951040886
64	0.07895613494
65	0.07855781077
66	0.07796922104
67	0.07694475953
68	0.07642006347
69	0.07609565105
70	0.07527495238
71	0.07484652248
72	0.07424571254
73	0.07384079911
74	0.07316926029
75	0.0724335563
76	0.07203459305
77	0.07146762203
78	0.07109346879
79	0.07073780472
80	0.07023208752
81	0.06989611165
82	0.06939111529
83	0.06904222646
84	0.06872721575
85	0.06834492807
86	0.06803913563
87	0.06685253608
88	0.06579911796
89	0.06547822896
90	0.06486119203
91	0.06435685149
92	0.06405556674
93	0.06378821649
94	0.06316188345
95	0.06261730079
96	0.06229198846
97	0.06200667234
98	0.06152208686
99	0.06121005964
100	0.06094902843
101	0.06071917967
102	0.06046028704
103	0.05982956017
104	0.05892213316
105	0.05865462016
106	0.05822478611
107	0.0579504614
108	0.05761030403
109	0.05675816121
110	0.05648130061
111	0.0556010501
112	0.05536379919
113	0.05447462784
114	0.0539481684
115	0.05347107552
116	0.05314776176
117	0.0526243422
118	0.05240662121
119	0.05185260828
120	0.0510953462
121	0.05067613998
122	0.05050536778
123	0.05018307234
124	0.05002232919
125	0.04961382935
126	0.04940140157
127	0.04912949044
128	0.04872948699
129	0.04857255937
130	0.04841434931
131	0.04826064914
132	0.04803980799
133	0.04789280439
134	0.04770257342
135	0.04755977816
136	0.04741529425
137	0.047062698
138	0.04658361529
139	0.04639895526
140	0.04625800613
141	0.04611850046
142	0.04598307152
143	0.04585027803
144	0.04568100402
145	0.0455510889
146	0.04537011706
147	0.04524015431
148	0.04511364335
149	0.04477915196
150	0.04465524824
151	0.04453207335
152	0.0443099912
153	0.0441906674
154	0.04407249903
155	0.04395488216
156	0.04355744215
157	0.04314777647
158	0.04297048096
159	0.04262885002
160	0.04247582811
161	0.04236004824
162	0.04204958089
163	0.04163794578
164	0.04152889634
165	0.04141752249
166	0.04086541441
167	0.04066565754
168	0.04056003909
169	0.04040926019
170	0.04005815476
171	0.03995282249
172	0.0398516139
173	0.03975234559
174	0.03957734229
175	0.03908487104
176	0.0389431399
177	0.0388454539
178	0.03852861122
179	0.03843416416
180	0.03833941153
181	0.0382002695
182	0.03810681558
183	0.03801705158
