iter	Logloss
184	0.03766395461
185	0.03743153228
186	0.03734212381
187	0.03725540979
188	0.03716980213
189	0.037085973
190	0.03692410213
191	0.03669019258
192	0.0364813613
193	0.03603588443
194	0.03590073857
195	0.03581674895
196	0.03573535894
197	0.03544765054
198	0.03531982089
199	0.03523914806
200	0.03516030658
201	0.03502529712
202	0.03495031224
203	0.03478063181
204	0.03470561815
205	0.03438327827
206	0.03430923457
207	0.03409767128
208	0.03383798501
209	0.03361090449
210	0.03350427842
211	0.03336026105
212	0.03328785088
213	0.03310283965
214	0.03303284838
215	0.03290995398
216	0.0328402427
217	0.03272530118
218	0.03265782272
219	0.03224288511
220	0.03201271652
221	0.03194737592
222	0.03188263383
223	0.03182015125
224	0.0316358763
225	0.03146863643
226	0.03131450775
227	0.0310546745
228	0.03059510205
229	0.03034661509
230	0.03021900137
231	0.03015722219
232	0.0300621795
233	0.02977236172
234	0.02971296669
235	0.029607351
236	0.02954761171
237	0.02948983905
238	0.02933486755
239	0.02927881431
240	0.02922533212
241	0.02917091
242	0.02910918267
243	0.02904957072
244	0.02895677749
245	0.02880958222
246	0.02868655644
247	0.0286340438
248	0.02846976535
249	0.02825936821
250	0.02812255193
251	0.02807126181
252	0.02802103237
253	0.02784396384
254	0.02761352593
255	0.02755701625
256	0.02728178736
257	0.0271871672
258	0.02713683825
259	0.0269898071
260	0.02677723875
261	0.02669038769
262	0.02664247799
263	0.02649498926
264	0.02627762104
265	0.02615306278
266	0.0261052459
267	0.02606003698
268	0.02577802633
269	0.02563462941
270	0.02558917397
271	0.0255152231
272	0.02534183636
273	0.02529924208
274	0.02521985225
275	0.02517700818
276	0.02513490124
277	0.024853971
278	0.0247710076
279	0.0246192801
280	0.0244396998
281	0.02439930016
282	0.02430877997
283	0.02426089734
284	0.02401963718
285	0.0239423018
286	0.02386310015
287	0.02364364322
288	0.02360472063
289	0.02354202973
290	0.02350402786
291	0.02346645091
292	0.02329967658
293	0.02324016606
294	0.02320273277
295	0.02312454745
296	0.0229774227
297	0.02288788942
298	0.02285163365
299	0.0228165103
300	0.02275991222
301	0.02272488587
302	0.02269044275
303	0.02248795363
304	0.02241700649
305	0.02228338155
306	0.02224947608
307	0.0221833991
308	0.0219779065
309	0.02191113382
310	0.02172345171
311	0.02163045894
312	0.0213949473
313	0.02125824676
314	0.02122428396
315	0.02107158172
316	0.0210384171
317	0.02100588601
318	0.02095467416
319	0.02085464917
320	0.02073037635
321	0.02069328886
322	0.02064395458
323	0.02061329753
324	0.02054685848
325	0.02048345515
326	0.0203778513
327	0.02034781491
328	0.02022563779
329	0.0201610233
330	0.02013167589
331	0.02010267723
332	0.01996256718
333	0.0198772036
334	0.01984884186
335	0.01982060457
336	0.01978045962
337	0.01968201414
338	0.01963468371
339	0.01955689813
340	0.01952966282
341	0.0195025293
342	0.01927559903
343	0.01918541713
344	0.01907841947
345	0.01905121822
346	0.01902541908
347	0.01898449015
348	0.0188208686
349	0.01879503688
350	0.01867747393
351	0.01861924603
352	0.01856478079
353	0.01851430127
354	0.01848928678
355	0.01838686193
356	0.01827239339
357	0.01820612241
358	0.01818189985
359	0.01801280402
360	0.01795918123
361	0.01778432886
362	0.01774006031
363	0.01771557029
364	0.01769168227
365	0.01757394317
366	0.01755083671
367	0.01744503281
368	0.01738835502
369	0.01736545158
370	0.01730728783
371	0.01726755109
372	0.01724503624
373	0.01719874461
374	0.01716093514
375	0.01700802372
376	0.0168654541
377	0.01684310891
378	0.01682124948
379	0.01677841017
380	0.01675732694
381	0.01671347139
382	0.01662329097
383	0.01645661388
384	0.01641064278
385	0.0163763363
386	0.0163550909
387	0.01633428765
388	0.01628012397
389	0.01625984107
390	0.01611080767
391	0.01602979073
392	0.01600973343
393	0.01593127483
394	0.01589632385
395	0.01587693587
396	0.01583963075
397	0.01571632411
398	0.01567856901
399	0.01555016062
400	0.0155305924
401	0.01551107459
402	0.01543641623
403	0.01541750363
404	0.01538224827
405	0.01536377087
406	0.01526236586
407	0.01504908585
408	0.01503065959
409	0.01501264698
410	0.01497680775
411	0.01495884474
412	0.01492956539
413	0.01485091432
414	0.01483344322
415	0.0147659258
416	0.01467835754
417	0.01461953966
418	0.01460249867
419	0.01455365133
420	0.0145072942
421	0.01442646757
422	0.01439170639
423	0.01434507866
424	0.01432814363
425	0.01431170343
426	0.01416221719
427	0.0140592216
428	0.01403215837
429	0.01401597113
430	0.01399984524
431	0.01398416976
432	0.0139688583
433	0.01392850462
434	0.01388786302
435	0.0138626922
436	0.013847939
437	0.01376414187
438	0.01373280544
439	0.01368910078
440	0.01362290005
441	0.01360775288
442	0.01357002609
443	0.01354234729
444	0.01339083159
445	0.01333269352
446	0.01331770472
447	0.01330296143
448	0.01320658585
449	0.01317927752
450	0.0131649953
451	0.01315093131
452	0.01313701517
453	0.01311188041
454	0.01305848126
455	0.01300984022
456	0.01298036897
457	0.01296681683
458	0.01295330715
459	0.01294011992
460	0.01290345048
461	0.01289044739
462	0.01275832339
463	0.01273226785
464	0.0126559844
465	0.01262802784
466	0.01257501184
467	0.01251260053
468	0.01249924012
469	0.01240625809
470	0.01239314138
471	0.01236562527
472	0.01235290647
473	0.01227018744
474	0.01222680927
475	0.01219792759
476	0.01215652662
477	0.01214406153
478	0.01213175628
479	0.01211962021
480	0.0121075835
481	0.0120316543
482	0.01201122779
483	0.0119905261
484	0.01197884574
485	0.01192000164
486	0.01189672329
487	0.01188506392
488	0.0117978615
489	0.01175570653
490	0.01164540628
491	0.01160492604
492	0.01156238823
493	0.01155060381
494	0.01153890064
495	0.01152760298
496	0.01150731067
497	0.01149623195
498	0.01148527729
499	0.01140985644
500	0.01138518306
501	0.01123645269
502	0.01120509813
503	0.01119421292
504	0.01118338124
505	0.01113035635
506	0.01110720726
507	0.01106443644
508	0.01105368936
509	0.01097814393
510	0.01095920641
511	0.01094867547
512	0.01093849778
513	0.01092827245
514	0.01089623779
515	0.01087649703
516	0.01081949389
517	0.01079440082
518	0.01078433501
